timestamp,zone_id,vehicle_count,average_speed,congestion_level,road_type,accident_count,is_event,temperature,humidity,rainfall,wind_speed,pressure,visibility,AQI,PM2_5,PM10,NO2,CO,SO2,O3,energy_consumption,peak_demand,hour,day,month,day_of_week,is_weekend,is_peak,vehicle_count_lag_1,vehicle_count_lag_24,vehicle_count_rolling_mean_24,vehicle_count_rolling_std_24
2024-01-03 07:00:00,Z1,6957.0,31.4,High,Highway,0,0,27.7,67.8,0.54,1.9,1015.8,9.6,98.7,58.7,89.3,29.7,1.42,16.4,32.9,649.0,721.3,7,3,1,2,0,1,3815.0,8539.5,4971.666666666667,1713.6262698598036
2024-01-03 08:00:00,Z1,7601.0,35.2,High,Commercial,0,0,24.6,48.8,0.15,12.4,1018.4,9.3,104.4,60.8,85.9,30.6,1.52,14.8,6.4,635.7,790.9,8,3,1,2,0,1,6957.0,8539.5,4932.5625,1637.6959511864864
2024-01-03 09:00:00,Z1,7159.0,33.3,High,Commercial,0,0,24.8,67.0,0.0,4.8,1012.6,10.0,101.9,57.6,86.5,32.5,1.4,18.3,28.7,627.9,760.6,9,3,1,2,0,1,7601.0,8539.5,4875.041666666667,1525.931261747957
2024-01-03 10:00:00,Z1,3542.0,41.3,Low,Residential,0,0,24.9,54.6,0.0,10.0,1021.4,9.8,76.0,52.8,68.0,23.9,1.25,13.5,34.9,654.8,815.5,10,3,1,2,0,0,7159.0,4482.0,4835.875,1548.357118466005
2024-01-03 11:00:00,Z1,4127.0,47.6,Low,Residential,0,0,24.9,46.0,0.15,8.8,1006.0,10.0,69.3,33.1,62.0,24.3,1.1,10.4,19.3,668.8,732.3,11,3,1,2,0,0,3542.0,4628.0,4815.0,1554.6460242992832
2024-01-03 12:00:00,Z1,2991.0,44.9,Low,Highway,0,0,21.7,48.2,0.99,12.6,1014.7,8.6,52.5,26.9,52.7,8.7,0.94,4.6,17.9,663.2,770.5,12,3,1,2,0,0,4127.0,3645.0,4787.75,1581.5445463767105
2024-01-03 13:00:00,Z1,4100.0,42.2,Low,Highway,0,0,21.1,46.6,0.0,10.9,1009.8,9.9,84.3,51.7,77.6,25.4,1.34,12.6,29.7,618.3,741.3,13,3,1,2,0,0,2991.0,4184.0,4784.25,1583.031001646498
2024-01-03 14:00:00,Z1,4153.0,39.9,Low,Commercial,0,0,18.8,41.7,0.53,15.4,1005.4,9.4,74.2,46.1,64.9,23.9,1.36,11.4,41.5,643.0,790.7,14,3,1,2,0,0,4100.0,3893.0,4795.083333333333,1577.5467723147171
2024-01-03 15:00:00,Z1,2835.0,49.6,Low,Commercial,1,0,17.8,46.3,0.73,7.6,1012.2,7.9,52.0,34.9,49.0,13.6,0.99,9.1,25.1,636.9,691.4,15,3,1,2,0,0,4153.0,3673.0,4760.166666666667,1612.352228932912
2024-01-03 16:00:00,Z1,3968.0,44.6,Low,Commercial,0,0,20.2,43.6,0.14,12.8,1007.2,9.8,85.6,47.2,70.7,29.6,1.43,19.3,17.5,652.2,699.6,16,3,1,2,0,0,2835.0,3991.0,4759.208333333333,1612.8360378987472
2024-01-03 17:00:00,Z1,6718.0,34.2,High,Commercial,1,0,20.6,46.9,0.77,10.6,1012.4,8.0,90.1,50.9,80.7,26.8,1.59,12.3,35.2,621.8,774.9,17,3,1,2,0,1,3968.0,7785.0,4714.75,1538.810021610432
2024-01-03 18:00:00,Z1,7263.0,30.0,High,Residential,1,0,18.3,48.5,0.0,3.5,1013.1,9.2,107.6,63.8,101.2,32.4,1.64,15.8,18.7,808.7,906.4,18,3,1,2,0,1,6718.0,6317.0,4754.166666666667,1592.804736160787
2024-01-03 19:00:00,Z1,7044.0,27.499999999999993,High,Highway,0,0,20.1,48.3,0.92,6.3,1017.5,8.6,93.8,64.6,85.0,28.5,1.63,10.9,30.2,827.5624999999999,920.6,19,3,1,2,0,1,7263.0,7425.0,4738.291666666667,1566.7129389173424
2024-01-03 20:00:00,Z1,7300.0,30.6,High,Highway,1,0,19.5,60.0,0.19,9.4,1007.0,10.0,93.1,52.7,84.0,31.9,1.38,14.7,27.8,827.5624999999999,966.1,20,3,1,2,0,1,7044.0,6429.0,4774.583333333333,1616.8649460060635
2024-01-03 21:00:00,Z1,4396.0,42.2,Low,Highway,0,0,18.6,66.1,0.0,14.4,1016.6,10.0,84.6,54.2,83.8,27.2,1.4,12.9,47.8,810.4,946.7,21,3,1,2,0,0,7300.0,4383.0,4775.125,1616.7302297753845
2024-01-03 22:00:00,Z1,3669.0,37.3,Low,Commercial,0,0,21.0,69.5,0.65,11.9,1013.4,8.6,71.3,42.4,70.7,24.2,1.12,12.7,22.6,633.3,760.3,22,3,1,2,0,0,4396.0,3784.0,4770.333333333333,1619.9626315246392
2024-01-03 23:00:00,Z1,4369.0,43.0,Low,Residential,0,0,23.7,74.2,0.0,5.3,1017.1,9.4,84.5,46.2,76.4,28.2,1.35,11.0,13.2,634.6,748.8,23,3,1,2,0,0,3669.0,3225.0,4818.0,1589.050824152309
2024-01-04 00:00:00,Z1,4180.0,42.2,Low,Residential,0,0,22.5,74.2,0.0,9.4,1011.3,9.4,77.4,49.4,74.5,27.4,1.28,12.7,25.2,622.0,661.1,0,4,1,3,0,0,4369.0,4664.0,4797.833333333333,1594.1532485022094
2024-01-04 01:00:00,Z1,3702.0,47.6,Low,Residential,0,0,25.9,71.6,0.03,18.1,1007.7,9.5,69.1,35.8,64.3,22.0,1.17,13.1,26.5,660.7,726.7,1,4,1,3,0,0,4180.0,3635.0,4800.625,1592.0856928133205
2024-01-04 02:00:00,Z1,3532.0,53.6,Low,Residential,0,0,20.6,79.2,0.0,10.4,1008.1,9.9,86.6,48.5,77.1,25.0,1.42,13.0,20.4,656.9,784.9,2,4,1,3,0,0,3702.0,4137.0,4775.416666666667,1607.7625261772062
2024-01-04 03:00:00,Z1,4784.0,39.1,Medium,Residential,0,0,26.6,67.9,0.0,8.7,1007.8,10.0,71.9,46.2,57.8,19.5,1.28,11.8,19.8,656.0,761.1,3,4,1,3,0,0,3532.0,4203.0,4799.625,1603.1362689238654
2024-01-04 04:00:00,Z1,3495.0,48.2,Low,Commercial,0,0,26.1,68.8,0.41,12.0,1014.9,9.7,66.0,44.7,58.6,23.2,0.94,9.4,24.0,674.6,719.0,4,4,1,3,0,0,4784.0,3624.0,4794.25,1607.459709414611
2024-01-04 05:00:00,Z1,4360.0,43.3,Low,Residential,0,0,26.0,66.3,0.0,13.1,1018.9,9.2,75.1,42.4,76.1,22.7,1.07,11.3,25.8,665.8,709.0,5,4,1,3,0,0,3495.0,3362.0,4835.833333333333,1581.4969151894115
2024-01-04 06:00:00,Z1,4053.0,45.6,Low,Commercial,1,0,26.7,73.5,0.0,8.2,1010.7,9.7,81.2,49.3,70.9,30.1,1.35,12.3,33.6,682.6,747.6,6,4,1,3,0,0,4360.0,3815.0,4845.75,1575.5525531781188
2024-01-04 07:00:00,Z1,8045.0,27.499999999999993,High,Commercial,1,0,23.4,69.3,0.0,12.0,1015.5,9.6,103.6,59.5,100.7,28.3,1.43,13.0,25.2,622.0,705.2,7,4,1,3,0,1,4053.0,6957.0,4891.083333333333,1652.7041850217502
2024-01-04 08:00:00,Z1,7331.0,33.2,High,Residential,1,0,25.7,63.1,0.0,8.7,1006.9,8.7,112.0,64.8,108.2,35.3,1.5,14.5,22.8,658.2,757.8,8,4,1,3,0,1,8045.0,7601.0,4879.833333333333,1634.2718539929717
2024-01-04 09:00:00,Z1,7082.0,40.6,High,Highway,0,0,25.9,62.2,0.22,12.9,1013.7,9.8,110.1,69.4,92.0,32.2,1.66,15.1,43.2,656.8,771.3,9,4,1,3,0,1,7331.0,7159.0,4876.625,1629.6720612362215
2024-01-04 10:00:00,Z1,3450.0,48.2,Low,Highway,0,0,26.8,48.7,0.34,10.7,1015.7,9.2,70.9,46.3,70.2,19.9,1.42,11.1,33.1,679.8,805.7,10,4,1,3,0,0,7082.0,3542.0,4872.791666666667,1633.0525692213898
2024-01-04 11:00:00,Z1,4007.0,39.3,Low,Highway,0,0,22.8,51.6,0.86,11.9,1007.2,8.2,71.2,42.5,60.2,23.8,1.22,10.1,26.8,637.9,793.5,11,4,1,3,0,0,3450.0,4127.0,4867.791666666667,1635.6169685331665
2024-01-04 12:00:00,Z1,3951.0,44.4,Low,Commercial,0,0,21.3,46.8,0.08,7.0,1012.2,10.0,75.7,48.4,71.4,28.6,1.25,10.1,31.7,633.0,664.9,12,4,1,3,0,0,4007.0,2991.0,4907.791666666667,1599.0533335088608
2024-01-04 13:00:00,Z1,3631.0,40.3,Low,Commercial,0,0,20.8,49.9,0.0,6.7,1015.9,10.0,79.1,50.1,72.9,24.8,1.19,12.9,25.3,637.7,768.7,13,4,1,3,0,0,3951.0,4100.0,4888.25,1612.1663861158195
2024-01-04 14:00:00,Z1,3817.0,44.5,Low,Commercial,0,0,21.9,44.4,0.73,13.8,1001.3,8.3,69.1,41.7,61.5,22.5,1.16,9.4,29.8,636.8,717.6,14,4,1,3,0,0,3631.0,4153.0,4874.25,1620.26742961718
2024-01-04 15:00:00,Z1,4216.0,40.8,Low,Residential,0,0,20.2,43.4,0.3,9.7,1018.3,9.7,81.7,46.8,83.2,25.4,1.24,12.3,30.7,630.7,766.3,15,4,1,3,0,0,3817.0,2835.0,4931.791666666667,1568.3890649510324
2024-01-04 16:00:00,Z1,4514.0,45.4,Medium,Residential,0,0,18.3,49.4,0.04,11.1,1014.4,10.0,76.4,42.3,75.1,23.7,1.21,6.2,31.6,648.1,777.5,16,4,1,3,0,0,4216.0,3968.0,4954.541666666667,1557.7248174450008
2024-01-04 17:00:00,Z1,6685.0,38.7,High,Residential,0,0,19.5,53.3,0.18,8.8,1015.9,9.8,90.9,50.5,83.4,23.8,1.31,14.0,37.8,633.6,711.0,17,4,1,3,0,1,4514.0,6718.0,4953.166666666667,1556.1142706075314
2024-01-04 18:00:00,Z1,6483.0,40.6,Medium,Commercial,0,0,18.7,48.6,0.73,13.6,1011.3,8.9,86.8,58.6,70.2,23.3,1.18,11.4,19.2,819.1,954.5,18,4,1,3,0,1,6685.0,7263.0,4920.666666666667,1513.3323054328384
2024-01-04 19:00:00,Z1,7321.0,29.3,High,Highway,0,0,20.1,55.1,0.2,7.6,1006.1,9.5,93.6,54.2,81.6,25.8,1.49,12.8,39.1,827.5624999999999,973.1000000000001,19,4,1,3,0,1,6483.0,7044.0,4932.208333333333,1531.1813563436879
2024-01-04 20:00:00,Z1,7149.0,40.9,High,Highway,0,0,18.0,54.0,0.0,9.5,1015.1,10.0,104.5,60.5,87.6,30.8,1.69,18.9,18.6,827.5624999999999,952.9,20,4,1,3,0,1,7321.0,7300.0,4925.916666666667,1521.307415883848
2024-01-04 21:00:00,Z1,3441.0,50.1,Low,Residential,0,0,19.2,50.7,0.2,13.1,1012.7,9.7,75.7,41.1,64.4,26.6,1.19,10.5,32.6,827.5624999999999,973.1000000000001,21,4,1,3,0,0,7149.0,4396.0,4886.125,1548.0256517507273
2024-01-04 22:00:00,Z1,4112.0,43.4,Low,Commercial,0,0,20.0,67.9,0.0,14.7,1013.1,9.6,75.9,46.6,65.2,25.9,1.19,15.2,30.9,639.1,748.2,22,4,1,3,0,0,3441.0,3669.0,4904.583333333333,1535.4721385963994
2024-01-04 23:00:00,Z1,4239.0,40.8,Low,Residential,0,0,19.3,73.1,0.0,7.9,1017.4,9.7,79.2,47.4,76.4,21.5,1.25,13.9,25.5,646.1,779.4,23,4,1,3,0,0,4112.0,4369.0,4899.166666666667,1537.6713808100617
2024-01-05 00:00:00,Z1,3844.0,46.0,Low,Commercial,0,0,23.1,73.9,0.0,17.8,1016.0,10.0,77.0,46.7,67.1,21.9,1.44,13.0,40.3,636.7,745.0,0,5,1,4,0,0,4239.0,4180.0,4885.166666666667,1546.0108179684144
2024-01-05 01:00:00,Z1,4123.0,44.7,Low,Residential,0,0,24.1,64.5,0.0,11.3,1020.7,10.0,69.2,44.6,67.1,21.9,1.05,14.8,37.8,612.9,677.4,1,5,1,4,0,0,3844.0,3702.0,4902.708333333333,1534.3468651306441
2024-01-05 02:00:00,Z1,3472.0,46.5,Low,Highway,0,0,24.7,73.2,0.0,5.8,1013.6,10.0,85.4,45.0,82.3,24.7,1.31,12.3,34.7,639.4,685.0,2,5,1,4,0,0,4123.0,3532.0,4900.208333333333,1536.724381362958
